Sentence_ID,Sentence,Arg_Type,Argument_IDs,Argument_Relations
242,Political and diplomatic channels should continue to be pursued in order to narrow differences and settle the issue within the framework of law and order.,premise,"[247, 248]","{(247, 248): 'support'}"
243,"China has consistently called on the international community to make constructive efforts and employ good offices to ease the situation in Ukraine, and will continue to support the international community in those endeavours.",claim,[249],{}
244,"Mrs. Perceval (Argentina) (spoke in Spanish): I,
too, would like to thank Assistant Secretary-General
for Political Affairs Oscar Fernandez-Taranco for his
briefing on the developments in Ukraine and on the
involvement of the United Nations.",non-arg,[],{}
245,"I also welcome the
presence of the Permanent Representative of Ukraine
at this meeting.",non-arg,[],{}
246,"Argentina continues to follow the situation
with concern, in particular in the east of Ukraine.",non-arg,[],{}
247,"Undoubtedly, the situation has deteriorated, with
further tensions and violence, and we cannot remain
indifferent to that.",claim,[250],{}
248,"We are deeply concerned that the
tension and violence may continue and indeed worsen.",claim,[251],{}
249,"We are also concerned about the consequences for
Ukraine and the region.",non-arg,[],{}
250,"The delegation of Argentina reiterates that it
is essential that we adhere to the principles that we
subscribe to as Members of the United Nations.",claim,[252],{}
251,"In
particular, we must remember our commitment to
non-interference in the internal affairs of States,
whether militarily, politically or economically.",claim,[253],{}
252,"In
that respect, we believe that the action of any State or
international organization must duly respect Ukraine's
handling of its own affairs.",claim,[254],{}
253,"As we have expressed on
several occasions, the situation will not be resolved
through any kind of unilateral action.",premise,[255],{}
254,"It is crucial that
the use of force be avoided.",claim,[256],{}
255,"We join the Secretary-
General today in calling on all parties to endeavour
to bring calm to the situation.",claim,[257],{}
256,"Maximal self-restraint
must be shown, and constructive dialogue sought and
established on an urgent basis in order to de-escalate
the situation and address the parties' differences.",claim,"[258, 259, 260]","{(259, 255): 'support', (259, 260): 'support'}"
257,"In conclusion, Argentina will continue to promote
dialogue and a peaceful settlement of the crisis.",claim,[261],{}
258,"It is
essential to step up efforts to create the conditions
necessary for urgent dialogue to begin so that solutions
can be found to the parties' differences and the interests
of all minorities are taken into account.",premise,"[262, 263]","{(262, 263): 'support'}"
259,"The multilateral
meeting among the United States, the Russian
Federation and the European Union that is planned
for Thursday, 17 April will present an opportunity to
do so.",non-arg,[],{}
260,"We hope that those main actors will be able to
achieve the agreement necessary.",non-arg,[],{}
261,"We reiterate that the
international community should concentrate its efforts
on establishing dialogue.",claim,[264],{}
262,"We stress that Ukrainians
must have a democratic and peaceful outcome to the
situation.",claim,[265],{}
263,Ithank Assistant Secretary-General Oscar Fernandez-Taranco for his briefing.,non-arg,[],{}
264,The Republic of Korea is closely watching the recent developments in the eastern part of Ukraine.,non-arg,[],{}
265,"We are deeply concerned over the escalation of tensions in various cities of eastern Ukraine, including the worrying seizure of key public buildings in Donetsk and Slovyansk by force.",claim,[266],{}
266,"Those actions will only further exacerbate the already tense situation, and we condemn any use of force to change the situation on the ground.",premise,"[267, 268]","{(268, 267): 'support'}"
267,"As Ukraine moves towards critical elections in May, we believe that political differences must be addressed in a non-violent way through a legitimate process.",claim,"[269, 270]","{(270, 269): 'support'}"
268,"United Nations States Members should respect that process, and there should not be any influence exerted by outside forces.",claim,[271],{}
269,"We reiterate our strong support for the sovereignty, territorial integrity and independence of Ukraine.",claim,[272],{}
270,We would like to thank Assistant Secretary-General Oscar Fernandez-Taranco for his briefing and welcome the convening of this meeting at this critical time for Ukraine and the region.,non-arg,[],{}
271,We face a sensitive development in the crisis in Ukraine.,non-arg,[],{}
272,"Chile regrets the outbreaks of violence seen in the eastern regions, specifically in Donetsk, Luhansk and Kharkiv, and expresses its deep concern over the serious consequences of the escalation of the crisis owing to the actions of separatist groups.",claim,"[273, 274]",{}
273,It is critical that the parties exercise the maximum restraint in order to contain the crisis.,claim,[275],{}
274,"Our country once again reiterates the need to respect the sovereignty, independence and territorial integrity of Ukraine.",claim,[276],{}
275,We also reaffirm the obligation incumbent on Members of the United Nations to refrain from resorting to the threat of or use of force against the territorial integrity and political independence of any State.,non-arg,[],{}
276,It is urgent that all parties involved refrain from undertaking actions that are contrary to the provisions of the Charter of the United Nations and the international agreements and treaties to which Ukraine is a party.,claim,[277],{}
277,"We once again call on the parties to seek a peaceful solution to the crisis through direct political dialogue, to refrain from taking unilateral measures and to support international mediation initiatives, in accordance with General Assembly resolution 68/262.",claim,"[278, 279]","{(278, 279): 'support'}"
