id,sentence_claim,sentence_premise,relation
124,"[135, ""The international community is not fooled by the Kremlin's use of propaganda and misinformation to spread fears among the population of eastern Ukraine.""]","[133, 'Rather than assisting its neighbours in rebuilding their country after the fall of a deeply corrupt regime that left the nation on the verge of bankruptcy, Russia has instead sought to destabilize the country further in pursuit of its narrow interests.']",support
125,"[135, ""The international community is not fooled by the Kremlin's use of propaganda and misinformation to spread fears among the population of eastern Ukraine.""]","[132, 'The Russian Federation has made little secret of its efforts to undermine the process of reconciliation in Ukraine.']",support
126,"[136, 'Contrary to Russian claims, the recent demonstrations in eastern cities are not organic.']","[137, 'They do not enjoy widespread support, and the numbers of genuine protestors on the streets pale in comparison to the crowds of hundreds of thousands who protested against the former regime.']",support
127,"[136, 'Contrary to Russian claims, the recent demonstrations in eastern cities are not organic.']","[136, 'Contrary to Russian claims, the recent demonstrations in eastern cities are not organic.']",attack
128,"[138, 'Rather, what we are witnessing is a well-orchestrated campaign designed to destabilize the country.']","[137, 'They do not enjoy widespread support, and the numbers of genuine protestors on the streets pale in comparison to the crowds of hundreds of thousands who protested against the former regime.']",support
129,"[138, 'Rather, what we are witnessing is a well-orchestrated campaign designed to destabilize the country.']","[140, 'The illegal annexation of Crimea, stoking tensions and provoking violence in eastern Ukraine, hurt and endanger all the people of Ukraine.']",support
130,"[139, ""If Russia really has genuine concerns about Ukraine's Russian-speaking population, then its actions have done nothing to safeguard their interests.""]","[140, 'The illegal annexation of Crimea, stoking tensions and provoking violence in eastern Ukraine, hurt and endanger all the people of Ukraine.']",support
131,"[143, 'We look forward to their assessment of the situation and we fully support their work.']","[141, 'The special monitoring mission of the Organization for Security and Cooperation in Europe and the United Nations human rights monitoring mission are in Ukraine to observe the situation and report on developments.']",support
132,"[143, 'We look forward to their assessment of the situation and we fully support their work.']","[142, 'Their presence is designed to safeguard the rights of all the citizens of Ukraine.']",support
133,"[145, 'That is completely unacceptable.']","[144, 'Russia is seeking to impose its will on the people of Ukraine by using misinformation, intimidation and aggression - tactics drawn from the darkest days of the past century.']",support
134,"[146, 'The Ukrainian people have the right to determine their own future free from Russian interference.']","[147, 'On 25 May Ukraine will elect a new president.']",support
135,"[149, 'That is a clear pathway to resolve differences through peaceful, constitutional means.']","[148, ""The Ukrainian Government has stated clearly that its programme of constitutional reform will include discussions on the degree of autonomy devolved to Ukraine's regions.""]",support
136,"[149, 'That is a clear pathway to resolve differences through peaceful, constitutional means.']","[150, 'The use of armed force that we are now witnessing in eastern Ukraine to impose one set of views on the peaceful majority is therefore entirely without justification.']",support
