ID,Speech,Sentence_ID,Full_Sentence,Component,Component_Type,Premises
103,UNSC_2014_SPV.7154_spch006_USA,94,"Unfortunately, the fact is that the armed seizure of buildings in six eastern Ukrainian towns yesterday, and several more today, mirrors the tactics Russian forces used in the early stages of the Crimea invasion.","[93, 'mirrors the tactics Russian forces used in the early stages of the Crimea invasion.']",claim,"{94: 'attack', 95: 'support', 92: 'support', 96: 'support'}"
104,UNSC_2014_SPV.7154_spch006_USA,95,"Then, too, officials from the Russian Federation spoke early on in the crisis and disclaimed any intention of occupying or invading.","[94, 'Then, too, officials from the Russian Federation spoke early on in the crisis and disclaimed any intention of occupying or invading.']",premise,{}
105,UNSC_2014_SPV.7154_spch006_USA,96,"In the earlier Crimean case, highly organized, well-equipped and professional forces wearing Russian military uniforms and military gear without identifying insignia moved in first to take control of Crimean Government and security facilities, before being later replaced by regular Russian military forces.","[95, 'In the earlier Crimean case, highly organized, well-equipped and professional forces wearing Russian military uniforms and military gear without identifying insignia moved in first to take control of Crimean Government and security facilities, before being later replaced by regular Russian military forces.']",premise,{}
106,UNSC_2014_SPV.7154_spch006_USA,97,"Then, too, Russia said it was acting to protect minorities' rights.","[96, ""Then, too, Russia said it was acting to protect minorities' rights.""]",premise,{}
107,UNSC_2014_SPV.7154_spch006_USA,98,But the whole world now knows that they were not.,"[97, 'But the whole world now knows that they were not.']",claim,"{98: 'support', 100: 'support', 96: 'attack', 99: 'support'}"
108,UNSC_2014_SPV.7154_spch006_USA,99,"As the Organization for Security and Cooperation in Europe has reported, the minorities at risk in Crimea are Tatars and Ukrainians.","[98, 'As the Organization for Security and Cooperation in Europe has reported, the minorities at risk in Crimea are Tatars and Ukrainians.']",premise,{}
109,UNSC_2014_SPV.7154_spch006_USA,100,"The Council has heard that there are no Russian troops in eastern Ukraine, but the fact is that many of the armed units that we have seen were outfitted in bullet-proof vests and camouflage uniforms with insignia removed.","[99, 'The Council has heard that there are no Russian troops in eastern Ukraine, but the fact is that many of the armed units that we have seen were outfitted in bullet-proof vests and camouflage uniforms with insignia removed.']",premise,{}
110,UNSC_2014_SPV.7154_spch006_USA,101,"Those armed units, some wearing black and orange Saint George's ribbons - associated with Russian Victory Day celebrations - raised Russian and separatist flags over seized buildings and have called for referendums and union with Russia.","[100, ""Those armed units, some wearing black and orange Saint George's ribbons - associated with Russian Victory Day celebrations - raised Russian and separatist flags over seized buildings and have called for referendums and union with Russia.""]",premise,{}
111,UNSC_2014_SPV.7154_spch006_USA,102,"We know who is behind that; indeed, the only entity in the area capable of those coordinated, professional military actions is Russia.","[101, 'We know who is behind that']",premise,{}
112,UNSC_2014_SPV.7154_spch006_USA,102,"We know who is behind that; indeed, the only entity in the area capable of those coordinated, professional military actions is Russia.","[102, 'indeed, the only entity in the area capable of those coordinated, professional military actions is Russia.']",claim,"{103: 'support', 104: 'support', 101: 'support'}"
113,UNSC_2014_SPV.7154_spch006_USA,103,"The synchronized surgical seizure of buildings yesterday occurred in towns along the main highway, followed by armed roadblocks, almost as ifa coordinated barrier were being formed between Kyiv and the major eastern cities of Donetsk and Luhansk.","[103, 'The synchronized surgical seizure of buildings yesterday occurred in towns along the main highway, followed by armed roadblocks, almost as ifa coordinated barrier were being formed between Kyiv and the major eastern cities of Donetsk and Luhansk.']",premise,{}
114,UNSC_2014_SPV.7154_spch006_USA,104,"The Council does not have to take my word for it - or even that of the Ukrainian Government - it need only witness for itself the videos of professional military shepherding thugs into a building in Kramatorsk; the photographs showing the so-called concerned citizens taking over Sloviansk, equipped exactly like the elite troops that took Crimea; or the video of a military operation in Krasny Liman by armed men with the same equipment.","[104, 'it need only witness for itself the videos of professional military shepherding thugs into a building in Kramatorsk; the photographs showing the so-called concerned citizens taking over Sloviansk, equipped exactly like the elite troops that took Crimea; or the video of a military operation in Krasny Liman by armed men with the same equipment.']",premise,{}
115,UNSC_2014_SPV.7154_spch006_USA,105,"The Council has heard laments about instability, as ifinstability were organic.","[105, 'The Council has heard laments about instability, as ifinstability were organic.']",premise,{}
116,UNSC_2014_SPV.7154_spch006_USA,106,But the fact is that this is the saddest kind of instability: it is completely man-made.,"[106, 'But the fact is that this is the saddest kind of instability: it is completely man-made.']",claim,{105: 'attack'}
117,UNSC_2014_SPV.7154_spch006_USA,107,This instability was written and choreographed in and by Russia.,"[107, 'This instability was written and choreographed in and by Russia.']",claim,{105: 'attack'}
118,UNSC_2014_SPV.7154_spch006_USA,108,"We continue efforts to de-escalate the situation in Ukraine and find a diplomatic path forward, which is why Secretary Kerry will participate in the Geneva talks on 17 April, which will include Russian Foreign Minister Lavrov.","[108, 'We continue efforts to de-escalate the situation in Ukraine and find a diplomatic path forward, which is why Secretary Kerry will participate in the Geneva talks on 17 April, which will include Russian Foreign Minister Lavrov.']",claim,standalone
119,UNSC_2014_SPV.7154_spch006_USA,109,"But ifthose are to be successful, Russia will have to explain why its forces continue to mass on the Ukrainian border - at least 40,000 forces - and it will have to come with constructive ideas on how to de-escalate and resolve the armed attacks on buildings in eastern Ukraine.","[109, 'Russia will have to explain why its forces continue to mass on the Ukrainian border - at least 40,000 forces']",claim,standalone
120,UNSC_2014_SPV.7154_spch006_USA,109,"But ifthose are to be successful, Russia will have to explain why its forces continue to mass on the Ukrainian border - at least 40,000 forces - and it will have to come with constructive ideas on how to de-escalate and resolve the armed attacks on buildings in eastern Ukraine.","[110, 'it will have to come with constructive ideas on how to de-escalate and resolve the armed attacks on buildings in eastern Ukraine.']",claim,standalone
121,UNSC_2014_SPV.7154_spch006_USA,110,The United States stands with Ukraine and the fundamental principle that the future of Ukraine must be decided by the Ukrainian people.,"[111, 'The United States stands with Ukraine and the fundamental principle that the future of Ukraine must be decided by the Ukrainian people.']",claim,"{113: 'support', 115: 'support', 114: 'support'}"
122,UNSC_2014_SPV.7154_spch006_USA,111,We also stand with international law and norms and the fundamental principle that borders are not suggestions.,"[112, 'We also stand with international law and norms and the fundamental principle that borders are not suggestions.']",claim,"{113: 'support', 114: 'support', 115: 'support'}"
123,UNSC_2014_SPV.7154_spch006_USA,112,"On Monday, we will conclude the $1 billion loan guarantee for Ukraine.","[113, 'On Monday, we will conclude the $1 billion loan guarantee for Ukraine.']",premise,{}
124,UNSC_2014_SPV.7154_spch006_USA,113,"That will benefit all the Ukrainian people, including minorities.","[114, 'That will benefit all the Ukrainian people, including minorities']",premise,{}
125,UNSC_2014_SPV.7154_spch006_USA,114,"Next week, Vice-President Biden will visit Ukraine.","[115, 'Next week, Vice-President Biden will visit Ukraine.']",premise,{}
126,UNSC_2014_SPV.7154_spch006_USA,115,We strongly support concluding the agreement between Ukraine and the International Monetary Fund so that the international community can bolster Ukraine's economy.,"[116, 'We strongly support concluding the agreement between Ukraine and the International Monetary Fund']",claim,{117: 'support'}
127,UNSC_2014_SPV.7154_spch006_USA,115,We strongly support concluding the agreement between Ukraine and the International Monetary Fund so that the international community can bolster Ukraine's economy.,"[117, ""the international community can bolster Ukraine's economy.""]",premise,{}
128,UNSC_2014_SPV.7154_spch006_USA,116,And we will support in every way we can Ukraine's elections at the end of May so that Ukraine can advance its political transition and look to a peaceful future.,"[118, ""we will support in every way we can Ukraine's elections at the end of May""]",claim,{119: 'support'}
