Component,Label
"It is true that the people in Washington, DC, to whom we did not send the letter, have already poisoned it for the European Union, calling it economic blackmail.",claim
"During the entire course of the crisis in Ukraine, Russia has never advocated aggravating it or destabilizing the country.",claim
"We have absolutely no interest in doing such a thing, since for us Ukraine is too important as an economic and political partner and a country that is very close to us in many ways.",premise
We do not desire its destabilization.,claim
We are not to blame for what has produced the results that we are now witnessing.,claim
Turchynov came the next day and did not seem to agree with him.,premise
It seemed they preferred to use force.,claim
"So, really, maybe somebody in Washington, DC, is thinking about Turchynov's military offensive scenario.",premise
"In which case, there is no need to accuse Russia of attempting destabilization.",claim
"And now, is the United States going to encourage the fulfilment of this criminal decree authorizing the use of military force?",premise
"Why, in one case, when it was a question of preparations to storm the residence of the President of Ukraine, the call was that under no circumstances should force be used, while in the current situation, it is to encourage the insane military actions that Turchynov's decree talks about?",claim
"Turchynov right now,",claim
because in a few hours' time things might take an irreversible turn.,premise
we have constantly encouraged such formats for dialogue as a possible way to achieve a solution to the crisis.,claim
"We agreed in principle that the meeting would take place among the Minister for Foreign Affairs of the Russian Federation, Secretary of State Kerry, Ms.",premise
We very much hope that such a high-level meeting will encourage a broad political dialogue in Ukraine and show the way towards a political solution to the crisis.,claim
"Of course, that initiative is going to be fundamentally undermined if military operations are commenced in south-eastern Ukraine.",claim
