Sentence,Label,Components
That is false; additional images released on 11 April show clearly that the build-up started in early March of this year.,premise,"{'That is false;': ['claim', 14], 'additional images released on 11 April show clearly that the build-up started in early March of this year.': ['premise', 106]}"
"Russia's aggressive stance is a clear threat to the sovereignty, independence and territorial integrity of Ukraine.",claim,"{""Russia's aggressive stance is a clear threat to the sovereignty, independence and territorial integrity of Ukraine."": ['claim', 115]}"
"The United Kingdom calls on Russia immediately to redeploy its troops away from the border, cease all activity designed to heighten tensions and sow discord, and revoke the mandate given by the Federation Council on 1 March to use military force on Ukrainian soil.",claim,"{'The United Kingdom calls on Russia immediately to redeploy its troops away from the border, cease all activity designed to heighten tensions and sow discord, and revoke the mandate given by the Federation Council on 1 March to use military force on Ukrainian soil.': ['claim', 264]}"
The Russian Federation has made little secret of its efforts to undermine the process of reconciliation in Ukraine.,premise,"{'The Russian Federation has made little secret of its efforts to undermine the process of reconciliation in Ukraine.': ['premise', 115]}"
"Rather than assisting its neighbours in rebuilding their country after the fall of a deeply corrupt regime that left the nation on the verge of bankruptcy, Russia has instead sought to destabilize the country further in pursuit of its narrow interests.",premise,"{'Rather than assisting its neighbours in rebuilding their country after the fall of a deeply corrupt regime that left the nation on the verge of bankruptcy, Russia has instead sought to destabilize the country further in pursuit of its narrow interests.': ['premise', 252]}"
"Russia must desist from those steps and address whatever grievances it has through dialogue, starting with the contact group talks scheduled for this coming week.",claim,"{'Russia must desist from those steps and address whatever grievances it has through dialogue, starting with the contact group talks scheduled for this coming week.': ['claim', 162]}"
The international community is not fooled by the Kremlin's use of propaganda and misinformation to spread fears among the population of eastern Ukraine.,claim,"{""The international community is not fooled by the Kremlin's use of propaganda and misinformation to spread fears among the population of eastern Ukraine."": ['claim', 152]}"
"Contrary to Russian claims, the recent demonstrations in eastern cities are not organic.",claim,"{'the recent demonstrations in eastern cities are not organic.': ['claim', 60]}"
"They do not enjoy widespread support, and the numbers of genuine protestors on the streets pale in comparison to the crowds of hundreds of thousands who protested against the former regime.",premise,"{'They do not enjoy widespread support, and the numbers of genuine protestors on the streets pale in comparison to the crowds of hundreds of thousands who protested against the former regime.': ['premise', 189]}"
"Rather, what we are witnessing is a well-orchestrated campaign designed to destabilize the country.",claim,"{'what we are witnessing is a well-orchestrated campaign designed to destabilize the country.': ['claim', 91]}"
"If Russia really has genuine concerns about Ukraine's Russian-speaking population, then its actions have done nothing to safeguard their interests.",premise,"{""If Russia really has genuine concerns about Ukraine's Russian-speaking population, then its actions have done nothing to safeguard their interests."": ['premise', 147]}"
"The illegal annexation of Crimea, stoking tensions and provoking violence in eastern Ukraine, hurt and endanger all the people of Ukraine.",premise,"{'The illegal annexation of Crimea, stoking tensions and provoking violence in eastern Ukraine, hurt and endanger all the people of Ukraine.': ['premise', 138]}"
The special monitoring mission of the Organization for Security and Cooperation in Europe and the United Nations human rights monitoring mission are in Ukraine to observe the situation and report on developments.,none,{}
Their presence is designed to safeguard the rights of all the citizens of Ukraine.,claim,"{'Their presence is designed to safeguard the rights of all the citizens of Ukraine.': ['claim', 82]}"
